Age_Group,Income_Level,Nationality,Luxury_Interest,Shopping_Frequency,Preferred_Category,Color_Preference,Digital_Engagement,Influenced_By_AI,Max_Spend,Will_Buy
46+,Medium,Emirati,Medium,Frequent,Real Estate,Silver,High,No,1766,Yes
26-35,Medium,Expat - Indian,Low,Occasional,Jewelry,Silver,High,Yes,30949,No
36-45,Medium,Other,Medium,Rare,Automobiles,Silver,Medium,Yes,47464,No
46+,Ultra High,Other,High,Rare,Automobiles,White,High,Yes,4527,No
36-45,High,Emirati,Low,Frequent,Automobiles,Black,Medium,Yes,12021,No
18-25,Medium,Expat - Arab,Low,Occasional,Jewelry,Gold,High,Yes,18872,No
26-35,Medium,Expat - Indian,High,Occasional,Jewelry,Silver,Low,No,37897,Yes
18-25,High,Expat - Western,Medium,Rare,Jewelry,White,High,Yes,12758,No
18-25,Ultra High,Expat - Western,Low,Frequent,Fashion,Silver,Low,Yes,19757,No
18-25,High,Emirati,Medium,Rare,Jewelry,White,Medium,Yes,26412,No
18-25,Low,Expat - Indian,Medium,Rare,Automobiles,Black,Low,Yes,15312,No
26-35,Medium,Expat - Indian,Medium,Rare,Watches,Silver,High,Yes,23119,No
18-25,Low,Emirati,High,Rare,Jewelry,White,High,Yes,12804,No
26-35,Low,Expat - Indian,High,Frequent,Watches,Bold Colors,Medium,Yes,47545,No
26-35,Low,Expat - Arab,Medium,Occasional,Automobiles,Bold Colors,High,No,11983,No
36-45,Medium,Emirati,High,Rare,Jewelry,White,High,Yes,30999,No
46+,Medium,Expat - Arab,Medium,Rare,Fashion,Silver,Medium,Yes,31557,No
46+,Low,Expat - Indian,High,Rare,Fashion,Silver,Medium,Yes,40758,Yes
26-35,Medium,Emirati,Medium,Rare,Watches,Black,Low,No,29788,No
36-45,Medium,Expat - Indian,High,Occasional,Fashion,Black,Medium,Yes,32950,No
26-35,Medium,Emirati,High,Occasional,Fashion,Gold,High,Yes,4983,Yes
26-35,Low,Expat - Indian,Low,Occasional,Fashion,Black,Medium,Yes,4768,No
26-35,Medium,Expat - Arab,High,Occasional,Automobiles,Silver,High,Yes,2504,No
36-45,High,Expat - Arab,High,Rare,Fashion,Gold,Low,Yes,3450,Yes
46+,Low,Expat - Indian,High,Frequent,Real Estate,Black,Medium,Yes,12236,Yes
36-45,Low,Emirati,Medium,Occasional,Jewelry,White,High,Yes,9002,No
18-25,Medium,Expat - Western,High,Occasional,Fashion,Bold Colors,Medium,Yes,10891,No
36-45,Ultra High,Expat - Arab,High,Rare,Fashion,Black,Medium,Yes,39787,Yes
36-45,Medium,Expat - Arab,Medium,Rare,Fashion,Black,Medium,No,14898,No
36-45,Medium,Expat - Western,High,Rare,Real Estate,White,Medium,No,11472,No
36-45,Medium,Expat - Indian,Low,Rare,Fashion,Silver,Low,Yes,16264,No
46+,Medium,Emirati,Low,Frequent,Fashion,White,High,No,18691,No
18-25,Low,Expat - Indian,Medium,Frequent,Jewelry,Black,Medium,No,44487,No
46+,Medium,Other,Medium,Occasional,Real Estate,Silver,High,No,33632,No
46+,Ultra High,Expat - Arab,Medium,Frequent,Real Estate,Gold,Low,Yes,34743,No
36-45,Medium,Other,Low,Occasional,Fashion,Black,High,No,44016,No
26-35,High,Expat - Arab,High,Occasional,Real Estate,White,High,Yes,14002,Yes
26-35,High,Expat - Arab,Low,Frequent,Watches,Gold,Low,Yes,47981,No
46+,Low,Other,Low,Occasional,Real Estate,Bold Colors,Medium,Yes,44386,Yes
46+,Ultra High,Other,Low,Rare,Real Estate,Gold,High,Yes,29250,No
36-45,Low,Expat - Indian,Medium,Occasional,Real Estate,White,High,Yes,44388,No
46+,Medium,Other,High,Rare,Automobiles,Gold,Medium,Yes,22323,Yes
36-45,Low,Expat - Indian,Medium,Frequent,Automobiles,White,Medium,No,4733,No
26-35,Low,Expat - Indian,High,Frequent,Automobiles,Black,High,Yes,42319,No
26-35,Medium,Expat - Indian,Low,Occasional,Real Estate,Silver,Low,Yes,3223,Yes
18-25,Low,Expat - Arab,Medium,Rare,Watches,Bold Colors,Medium,Yes,17868,No
26-35,Medium,Expat - Arab,Medium,Occasional,Real Estate,Silver,Medium,Yes,35196,No
46+,Medium,Other,Medium,Frequent,Fashion,Silver,Low,Yes,3080,No
26-35,Low,Expat - Arab,Low,Occasional,Watches,Silver,High,No,14776,No
36-45,Low,Other,Medium,Occasional,Automobiles,White,Medium,Yes,1695,No
26-35,Medium,Expat - Arab,Medium,Rare,Jewelry,White,High,Yes,33969,No
18-25,Medium,Emirati,High,Frequent,Watches,Bold Colors,High,No,13049,No
26-35,High,Emirati,Medium,Occasional,Automobiles,White,High,Yes,16628,No
36-45,Medium,Other,Low,Rare,Watches,White,Low,No,9265,No
36-45,High,Expat - Arab,Medium,Occasional,Watches,White,High,Yes,25671,Yes
46+,Medium,Expat - Arab,Low,Rare,Real Estate,White,High,Yes,13460,No
26-35,Medium,Expat - Indian,High,Rare,Fashion,Black,Medium,Yes,4477,Yes
36-45,Medium,Expat - Western,Medium,Occasional,Jewelry,Bold Colors,Medium,Yes,3202,No
18-25,Low,Other,Low,Frequent,Automobiles,White,Low,Yes,49310,No
46+,Medium,Expat - Western,High,Frequent,Watches,Bold Colors,Low,No,24874,No
18-25,High,Expat - Western,Medium,Rare,Jewelry,Gold,Medium,No,48392,No
26-35,Medium,Other,Low,Frequent,Watches,Black,Medium,No,42217,No
26-35,High,Expat - Arab,Medium,Rare,Fashion,White,Low,No,12850,No
26-35,High,Other,Medium,Frequent,Jewelry,Black,High,Yes,40085,Yes
46+,High,Expat - Western,High,Occasional,Automobiles,Black,Low,No,21809,No
36-45,Ultra High,Expat - Arab,High,Frequent,Watches,Gold,High,Yes,6350,Yes
46+,Medium,Emirati,High,Rare,Fashion,Bold Colors,Medium,No,3806,No
18-25,Medium,Other,Medium,Rare,Jewelry,Black,Medium,Yes,8163,No
46+,Medium,Other,Medium,Frequent,Watches,Silver,Medium,No,29832,No
18-25,Medium,Expat - Arab,High,Occasional,Watches,Gold,High,No,1185,No
46+,Medium,Emirati,Low,Rare,Automobiles,Silver,Low,Yes,41838,No
36-45,High,Emirati,Medium,Rare,Fashion,Gold,High,Yes,25718,No
18-25,Medium,Expat - Arab,Medium,Rare,Real Estate,Silver,Low,Yes,12545,No
26-35,Medium,Expat - Indian,Low,Rare,Watches,Silver,Low,Yes,26215,Yes
26-35,Low,Other,Medium,Rare,Jewelry,Black,Low,No,29325,No
46+,Medium,Other,High,Occasional,Automobiles,Black,Medium,No,19458,No
26-35,Low,Expat - Western,High,Frequent,Automobiles,Gold,Low,Yes,17006,Yes
18-25,High,Expat - Arab,Low,Occasional,Watches,Bold Colors,Medium,Yes,29544,No
26-35,Medium,Expat - Western,Low,Occasional,Watches,Black,Low,No,33969,No
36-45,Low,Expat - Western,Medium,Rare,Watches,Black,Low,Yes,12284,Yes
36-45,Low,Emirati,High,Occasional,Real Estate,White,Medium,Yes,39478,No
46+,Medium,Other,Low,Rare,Watches,Black,Medium,No,28655,No
18-25,Medium,Expat - Western,High,Occasional,Fashion,Bold Colors,High,No,30143,No
36-45,Medium,Emirati,Low,Rare,Jewelry,White,Low,Yes,16698,No
36-45,Low,Expat - Arab,Medium,Rare,Watches,Silver,Medium,Yes,35870,No
18-25,Medium,Expat - Western,Medium,Occasional,Real Estate,Silver,High,No,10102,No
26-35,Medium,Other,High,Occasional,Jewelry,White,High,No,2571,No
26-35,Medium,Expat - Western,Medium,Frequent,Automobiles,White,Medium,No,38893,No
46+,Medium,Expat - Arab,Medium,Frequent,Watches,White,Low,Yes,40465,No
26-35,Medium,Expat - Western,Medium,Frequent,Jewelry,Gold,High,No,22553,No
18-25,Low,Other,High,Occasional,Automobiles,Bold Colors,Low,Yes,19543,No
36-45,Ultra High,Emirati,High,Occasional,Real Estate,Bold Colors,Low,No,29901,No
26-35,Medium,Other,Low,Rare,Fashion,Silver,High,Yes,15034,No
46+,Medium,Emirati,High,Frequent,Watches,Silver,Medium,Yes,28120,No
26-35,Low,Expat - Indian,Medium,Rare,Fashion,Silver,Low,No,2329,No
18-25,Medium,Other,Low,Rare,Real Estate,Black,Medium,Yes,42420,No
46+,Low,Other,Medium,Rare,Jewelry,Silver,High,Yes,26382,No
26-35,Medium,Expat - Arab,Low,Rare,Jewelry,White,Low,No,4699,No
46+,Ultra High,Expat - Western,High,Frequent,Real Estate,Silver,Medium,No,39795,No
18-25,Medium,Emirati,High,Rare,Real Estate,White,Medium,No,11667,No
36-45,Low,Emirati,Low,Occasional,Watches,Gold,Low,Yes,38591,No
18-25,Low,Expat - Arab,Medium,Occasional,Automobiles,Black,Medium,Yes,43115,No
18-25,Medium,Expat - Arab,High,Occasional,Fashion,Black,Medium,No,24459,No
18-25,Low,Expat - Western,High,Frequent,Fashion,Bold Colors,High,Yes,7959,No
18-25,Low,Expat - Western,Medium,Rare,Jewelry,Gold,High,No,30581,No
36-45,High,Other,High,Frequent,Jewelry,White,Medium,Yes,47384,Yes
36-45,Medium,Expat - Indian,Medium,Rare,Watches,Gold,Medium,No,7210,No
46+,Low,Expat - Western,Medium,Frequent,Real Estate,Black,Low,Yes,13517,No
26-35,Ultra High,Expat - Arab,High,Frequent,Fashion,White,High,Yes,13620,Yes
36-45,Low,Expat - Western,Medium,Rare,Watches,Gold,Low,No,37744,No
36-45,Ultra High,Emirati,Medium,Frequent,Jewelry,Black,Medium,Yes,23804,Yes
26-35,Medium,Expat - Indian,Medium,Rare,Jewelry,White,Low,No,31568,No
36-45,High,Other,High,Occasional,Fashion,White,Medium,No,18991,Yes
18-25,Medium,Emirati,High,Occasional,Jewelry,Black,High,No,9912,No
18-25,High,Emirati,Medium,Occasional,Jewelry,White,High,No,33527,No
26-35,Ultra High,Expat - Indian,Medium,Frequent,Automobiles,Black,Medium,Yes,31863,No
46+,Low,Other,Medium,Occasional,Real Estate,Silver,High,Yes,45827,Yes
46+,Ultra High,Expat - Arab,Medium,Rare,Jewelry,Silver,Medium,Yes,34458,No
26-35,Medium,Other,Medium,Occasional,Automobiles,White,Low,Yes,21407,No
26-35,Medium,Expat - Western,High,Occasional,Watches,White,Medium,Yes,13344,No
18-25,Medium,Emirati,Medium,Frequent,Jewelry,Black,Low,Yes,37205,No
46+,Medium,Expat - Western,Medium,Rare,Watches,White,Medium,Yes,3355,No
36-45,Low,Expat - Arab,Low,Frequent,Jewelry,Bold Colors,High,Yes,31893,No
18-25,Medium,Expat - Western,Medium,Frequent,Fashion,Silver,Medium,Yes,1749,No
26-35,Medium,Other,High,Rare,Automobiles,White,Medium,No,20435,No
46+,High,Expat - Western,Medium,Frequent,Automobiles,White,Medium,Yes,46733,Yes
36-45,High,Expat - Arab,Low,Rare,Fashion,Gold,High,Yes,46615,No
36-45,Medium,Expat - Arab,Medium,Occasional,Real Estate,White,Medium,No,39526,No
18-25,Medium,Expat - Arab,Medium,Rare,Automobiles,Bold Colors,High,Yes,19088,No
46+,Low,Other,Low,Rare,Watches,Silver,Medium,No,45405,No
46+,Low,Expat - Arab,Medium,Rare,Automobiles,Gold,Low,No,39842,No
26-35,Low,Emirati,Medium,Frequent,Real Estate,Black,Medium,Yes,47146,No
46+,Medium,Expat - Arab,Medium,Rare,Watches,Black,Low,No,25403,Yes
46+,Low,Expat - Western,Medium,Rare,Watches,Silver,High,No,48297,No
18-25,Ultra High,Expat - Western,Medium,Rare,Fashion,Black,High,Yes,39042,No
46+,Medium,Expat - Western,High,Occasional,Jewelry,Bold Colors,Medium,No,47775,No
36-45,Medium,Other,Medium,Rare,Fashion,White,High,Yes,40177,No
18-25,Medium,Expat - Western,Medium,Frequent,Jewelry,Silver,Medium,Yes,40056,No
18-25,Low,Other,Medium,Rare,Fashion,Gold,High,Yes,23713,No
26-35,Medium,Other,Medium,Rare,Jewelry,White,Low,Yes,1885,No
46+,Medium,Expat - Arab,High,Occasional,Automobiles,Black,High,Yes,34632,No
26-35,Medium,Emirati,Medium,Rare,Watches,Black,Low,No,40685,No
36-45,Medium,Expat - Arab,High,Frequent,Jewelry,Gold,Medium,Yes,12686,No
18-25,Ultra High,Expat - Arab,Low,Rare,Automobiles,Bold Colors,Medium,Yes,4054,No
18-25,High,Other,Medium,Frequent,Real Estate,Gold,Medium,Yes,9977,Yes
18-25,Medium,Other,High,Occasional,Fashion,Silver,Low,No,26032,No
36-45,Medium,Expat - Western,Medium,Rare,Real Estate,Gold,Medium,No,49967,No
36-45,Medium,Expat - Western,Medium,Occasional,Automobiles,Black,Medium,No,9536,No
26-35,Low,Expat - Arab,Medium,Rare,Real Estate,Bold Colors,Low,No,16070,No
26-35,Medium,Expat - Indian,High,Frequent,Real Estate,Bold Colors,High,No,17937,No
26-35,Low,Expat - Indian,Low,Occasional,Automobiles,Gold,Medium,No,22500,No
46+,Medium,Expat - Western,High,Rare,Watches,Silver,High,No,41451,No
18-25,Medium,Expat - Indian,Low,Frequent,Jewelry,Black,High,Yes,11011,No
18-25,Low,Expat - Western,High,Occasional,Fashion,White,Medium,Yes,49039,No
26-35,Ultra High,Other,Medium,Rare,Jewelry,Bold Colors,Medium,No,9896,No
18-25,Ultra High,Expat - Arab,High,Occasional,Fashion,Gold,Low,Yes,30799,Yes
26-35,High,Emirati,Medium,Rare,Jewelry,Silver,Low,Yes,15582,No
46+,Medium,Expat - Arab,High,Frequent,Real Estate,Silver,Medium,Yes,40958,No
46+,High,Expat - Western,Low,Frequent,Watches,Black,High,No,42912,No
36-45,Low,Expat - Western,Low,Occasional,Real Estate,Bold Colors,Low,Yes,1814,No
46+,High,Expat - Arab,Medium,Occasional,Watches,Black,Low,No,10740,No
26-35,Low,Expat - Western,Low,Rare,Automobiles,White,Medium,No,25719,No
46+,High,Expat - Indian,Low,Frequent,Fashion,White,Medium,No,36545,Yes
36-45,Low,Expat - Indian,High,Rare,Fashion,White,Medium,No,21150,No
18-25,High,Expat - Western,High,Frequent,Automobiles,Silver,Medium,No,5958,No
26-35,Ultra High,Expat - Western,Medium,Occasional,Jewelry,Bold Colors,Low,Yes,4825,Yes
18-25,Low,Expat - Indian,High,Rare,Automobiles,Black,Low,Yes,15800,No
36-45,Medium,Expat - Western,Medium,Rare,Automobiles,Black,Low,Yes,10999,No
36-45,Ultra High,Expat - Western,Medium,Frequent,Watches,White,High,No,21854,No
36-45,Medium,Expat - Arab,High,Frequent,Automobiles,Bold Colors,Low,No,46732,No
18-25,High,Emirati,Medium,Frequent,Fashion,Bold Colors,Low,No,28315,No
18-25,Medium,Expat - Indian,High,Occasional,Real Estate,Gold,Medium,Yes,40540,No
18-25,Medium,Expat - Arab,Medium,Rare,Watches,Bold Colors,Low,Yes,10481,No
18-25,Low,Emirati,Medium,Frequent,Watches,Bold Colors,Low,Yes,49505,No
36-45,Low,Expat - Western,Low,Occasional,Jewelry,Black,Low,Yes,18246,No
36-45,High,Expat - Western,Low,Frequent,Real Estate,Bold Colors,Medium,Yes,23601,No
26-35,Medium,Expat - Arab,Low,Rare,Watches,Bold Colors,Low,Yes,11677,No
26-35,Medium,Expat - Western,High,Frequent,Automobiles,Black,Low,No,30552,Yes
18-25,Medium,Other,High,Rare,Watches,Bold Colors,High,Yes,23322,No
46+,Medium,Expat - Arab,High,Occasional,Watches,Black,High,Yes,3355,No
46+,High,Emirati,Medium,Occasional,Watches,Gold,High,No,10157,No
36-45,Ultra High,Expat - Arab,Medium,Frequent,Jewelry,Silver,High,Yes,36163,No
36-45,Medium,Expat - Indian,Low,Rare,Watches,Black,Medium,Yes,26914,No
36-45,High,Expat - Arab,Medium,Rare,Watches,Black,High,Yes,34292,No
26-35,High,Expat - Western,Medium,Rare,Jewelry,Bold Colors,Low,Yes,1561,No
26-35,Medium,Expat - Western,High,Frequent,Real Estate,Black,High,Yes,9167,No
36-45,Ultra High,Other,Medium,Rare,Fashion,White,Medium,Yes,17184,No
36-45,Low,Other,Low,Rare,Jewelry,White,High,Yes,25497,No
36-45,Low,Other,Low,Rare,Jewelry,Gold,High,Yes,24800,No
46+,High,Emirati,Low,Rare,Watches,Black,Medium,Yes,38432,No
26-35,Medium,Other,Medium,Frequent,Watches,Bold Colors,Medium,No,2205,No
46+,High,Emirati,High,Frequent,Fashion,Bold Colors,Medium,Yes,13039,Yes
46+,High,Other,Medium,Rare,Watches,Silver,Medium,No,46161,No
36-45,Low,Emirati,High,Rare,Automobiles,Gold,Medium,Yes,36006,No
36-45,High,Expat - Arab,Medium,Occasional,Watches,Bold Colors,Medium,Yes,18544,No
18-25,Medium,Expat - Arab,Medium,Occasional,Watches,Silver,Low,No,13987,No
18-25,Medium,Expat - Western,Low,Rare,Automobiles,Bold Colors,High,Yes,6239,No
46+,Medium,Emirati,High,Rare,Fashion,Silver,High,Yes,45785,No
26-35,Ultra High,Expat - Indian,High,Occasional,Automobiles,White,Medium,No,24358,No
36-45,Low,Expat - Western,Low,Occasional,Jewelry,White,Medium,Yes,18138,No
36-45,Medium,Expat - Arab,Medium,Rare,Automobiles,Bold Colors,Low,No,23984,No
46+,Medium,Emirati,Medium,Frequent,Real Estate,Gold,Low,No,29428,No
18-25,High,Other,Medium,Frequent,Jewelry,Black,Medium,Yes,10096,No
26-35,Medium,Expat - Indian,High,Rare,Watches,Gold,Low,Yes,48582,No
18-25,Low,Expat - Arab,Medium,Rare,Jewelry,Gold,Low,Yes,25536,No
18-25,Low,Expat - Western,Medium,Occasional,Fashion,Black,Medium,No,47059,No
18-25,Medium,Emirati,Low,Occasional,Fashion,White,Medium,No,3621,No
18-25,High,Expat - Indian,Low,Frequent,Automobiles,White,Medium,No,36958,No
36-45,Low,Emirati,Low,Rare,Jewelry,Black,Medium,Yes,4948,No
36-45,Low,Other,Low,Occasional,Watches,Silver,High,No,2287,Yes
18-25,Ultra High,Expat - Western,High,Frequent,Fashion,Gold,High,Yes,24902,Yes
26-35,Low,Emirati,High,Frequent,Watches,Bold Colors,Medium,Yes,48358,No
46+,Ultra High,Expat - Arab,Low,Frequent,Real Estate,White,Low,No,22164,No
26-35,Medium,Expat - Western,High,Occasional,Fashion,Bold Colors,Medium,Yes,16668,No
26-35,High,Expat - Arab,Low,Occasional,Automobiles,Black,High,No,2772,No
26-35,Low,Emirati,Medium,Rare,Real Estate,Bold Colors,Low,Yes,33238,No
18-25,Low,Expat - Western,Medium,Rare,Jewelry,Bold Colors,High,No,39968,No
36-45,High,Expat - Arab,Medium,Frequent,Watches,Gold,Medium,Yes,16762,No
26-35,High,Other,Medium,Frequent,Fashion,Black,High,Yes,36906,Yes
18-25,High,Other,Medium,Occasional,Real Estate,Bold Colors,High,Yes,8213,No
26-35,Low,Emirati,Medium,Occasional,Real Estate,White,High,Yes,15941,No
26-35,High,Expat - Western,High,Rare,Fashion,Black,Low,Yes,31345,No
18-25,High,Expat - Indian,Low,Rare,Jewelry,White,High,No,36184,No
36-45,Medium,Expat - Western,Low,Rare,Jewelry,Silver,Low,Yes,16964,No
36-45,High,Other,Low,Occasional,Automobiles,Bold Colors,Medium,Yes,27855,No
46+,High,Expat - Arab,Medium,Frequent,Jewelry,Black,Medium,Yes,18968,No
18-25,Medium,Expat - Indian,Low,Rare,Automobiles,White,High,Yes,2046,No
46+,Low,Emirati,High,Rare,Real Estate,Bold Colors,Low,No,15909,No
46+,Medium,Expat - Indian,Medium,Occasional,Fashion,Gold,Medium,No,14578,No
46+,Low,Emirati,Medium,Rare,Jewelry,White,Low,Yes,24368,No
36-45,Medium,Expat - Indian,Medium,Frequent,Automobiles,White,Low,Yes,29599,No
18-25,Medium,Emirati,Low,Occasional,Real Estate,Silver,High,No,6719,No
46+,Low,Emirati,Low,Rare,Jewelry,Gold,High,Yes,16960,No
18-25,Medium,Expat - Indian,Medium,Rare,Watches,Silver,Low,Yes,24606,No
18-25,Low,Expat - Indian,Medium,Occasional,Real Estate,Gold,Low,Yes,49366,No
36-45,High,Emirati,Medium,Occasional,Jewelry,White,High,Yes,16624,No
46+,Ultra High,Other,Low,Rare,Real Estate,Silver,Low,Yes,40179,No
46+,Low,Expat - Indian,High,Frequent,Fashion,Bold Colors,High,Yes,41842,No
18-25,Ultra High,Expat - Western,Low,Occasional,Fashion,Gold,Low,No,11352,No
26-35,Medium,Expat - Arab,High,Frequent,Fashion,White,High,Yes,31885,No
36-45,Low,Emirati,High,Rare,Watches,Black,Low,Yes,16003,No
36-45,Low,Emirati,Medium,Frequent,Fashion,Gold,High,Yes,10223,No
36-45,Medium,Expat - Arab,Low,Rare,Watches,Gold,Low,Yes,32433,No
36-45,High,Other,Low,Rare,Fashion,Bold Colors,Medium,Yes,13718,No
46+,High,Expat - Arab,Medium,Rare,Real Estate,Gold,Medium,No,2315,No
46+,Low,Expat - Indian,Medium,Rare,Jewelry,Gold,Low,Yes,22553,Yes
26-35,Low,Expat - Arab,High,Frequent,Jewelry,Bold Colors,Medium,No,25682,No
36-45,Medium,Emirati,High,Rare,Fashion,Bold Colors,Low,Yes,20464,No
36-45,Low,Expat - Arab,Medium,Rare,Jewelry,Silver,Low,No,42704,No
18-25,Low,Expat - Western,Low,Frequent,Fashion,White,Medium,Yes,32419,No
46+,Low,Expat - Indian,Medium,Occasional,Fashion,White,Low,Yes,14767,No
36-45,High,Expat - Arab,High,Frequent,Automobiles,Silver,High,No,7466,No
26-35,Ultra High,Emirati,Medium,Frequent,Automobiles,White,Low,Yes,32028,No
26-35,Medium,Expat - Indian,Low,Frequent,Automobiles,Gold,Low,No,48953,Yes
46+,Ultra High,Emirati,High,Rare,Watches,Silver,Medium,Yes,38858,Yes
26-35,Medium,Other,Medium,Rare,Automobiles,Silver,High,No,5240,No
26-35,Medium,Expat - Western,High,Rare,Fashion,White,Low,No,32459,No
46+,Low,Other,Medium,Occasional,Real Estate,Black,Low,No,26396,Yes
36-45,Medium,Expat - Western,Low,Rare,Automobiles,White,Low,Yes,17795,No
36-45,Ultra High,Expat - Arab,High,Occasional,Automobiles,Black,Low,Yes,25689,Yes
26-35,Medium,Expat - Indian,Medium,Rare,Real Estate,Silver,Low,No,15910,Yes
26-35,Medium,Expat - Arab,Medium,Frequent,Fashion,Black,Low,No,3446,No
36-45,Medium,Expat - Western,Medium,Rare,Watches,Gold,High,No,4346,No
46+,Low,Expat - Western,Low,Occasional,Automobiles,Bold Colors,High,Yes,46179,No
26-35,High,Expat - Western,Medium,Occasional,Real Estate,Black,Low,No,41517,No
18-25,Medium,Emirati,Low,Rare,Fashion,Bold Colors,Low,Yes,5142,No
46+,Medium,Expat - Indian,Medium,Frequent,Jewelry,Gold,Medium,Yes,17070,No
26-35,Medium,Expat - Arab,Medium,Rare,Watches,Bold Colors,High,Yes,47955,No
26-35,Medium,Expat - Arab,High,Rare,Real Estate,Gold,High,Yes,8087,No
18-25,Low,Other,High,Rare,Real Estate,Bold Colors,Low,No,24752,No
18-25,Medium,Expat - Western,Low,Frequent,Real Estate,Bold Colors,High,Yes,16635,Yes
36-45,Low,Expat - Western,Medium,Occasional,Automobiles,White,High,No,23218,No
46+,High,Expat - Western,Medium,Frequent,Jewelry,Black,Medium,Yes,32873,No
46+,High,Expat - Arab,Low,Occasional,Watches,Bold Colors,Medium,Yes,49575,No
36-45,High,Other,High,Occasional,Fashion,Silver,High,Yes,43965,Yes
46+,Medium,Emirati,High,Occasional,Fashion,White,High,Yes,46039,Yes
46+,Medium,Expat - Indian,Low,Frequent,Jewelry,Black,High,Yes,15724,No
46+,Low,Emirati,Medium,Rare,Real Estate,White,Low,No,32351,No
46+,High,Expat - Arab,Low,Rare,Real Estate,Black,Medium,No,32433,Yes
46+,Low,Expat - Western,Medium,Rare,Real Estate,Gold,Low,Yes,10261,No
18-25,Medium,Expat - Indian,Low,Rare,Real Estate,Bold Colors,Medium,Yes,14479,No
46+,Low,Expat - Arab,High,Rare,Real Estate,Silver,Medium,Yes,16804,No
18-25,Low,Expat - Arab,High,Frequent,Jewelry,White,Medium,No,28245,Yes
46+,Medium,Expat - Arab,Medium,Frequent,Automobiles,White,High,Yes,46101,No
36-45,Low,Expat - Indian,Medium,Frequent,Watches,White,Medium,Yes,13827,No
26-35,High,Expat - Indian,High,Frequent,Real Estate,White,Low,Yes,43368,Yes
18-25,Medium,Other,Medium,Frequent,Automobiles,Bold Colors,Medium,No,45700,Yes
46+,Low,Other,Low,Frequent,Fashion,Black,Low,Yes,13040,No
36-45,Medium,Emirati,Medium,Frequent,Jewelry,Bold Colors,Medium,Yes,20477,No
26-35,Low,Expat - Indian,High,Rare,Automobiles,Gold,Medium,No,17127,No
18-25,Low,Expat - Indian,Medium,Occasional,Real Estate,Bold Colors,High,No,22182,No
26-35,High,Expat - Indian,Medium,Frequent,Real Estate,Bold Colors,Low,No,27049,No
36-45,Low,Other,High,Occasional,Real Estate,Gold,Medium,Yes,25527,No
18-25,High,Expat - Arab,High,Frequent,Automobiles,Bold Colors,Medium,No,13473,No
26-35,Low,Expat - Western,High,Frequent,Real Estate,Black,Low,No,17709,No
46+,Low,Other,Low,Rare,Automobiles,Silver,Medium,No,34974,No
18-25,High,Expat - Indian,Medium,Occasional,Real Estate,Gold,High,No,43464,Yes
26-35,Medium,Other,High,Rare,Fashion,White,Low,No,14714,No
36-45,Low,Emirati,High,Rare,Fashion,Black,High,Yes,35208,No
36-45,Medium,Expat - Indian,Medium,Occasional,Watches,Silver,Low,Yes,32945,Yes
18-25,Low,Emirati,Low,Rare,Real Estate,Black,Low,No,22568,No
26-35,High,Expat - Indian,High,Frequent,Real Estate,Black,Low,Yes,10147,Yes
18-25,Medium,Other,High,Frequent,Automobiles,White,Medium,Yes,17267,No
18-25,High,Expat - Arab,Low,Frequent,Automobiles,Silver,Low,Yes,42514,No
26-35,High,Expat - Western,Medium,Frequent,Real Estate,Black,Low,No,32452,No
26-35,Medium,Emirati,Low,Frequent,Watches,White,Low,Yes,6136,No
46+,Ultra High,Other,Medium,Rare,Real Estate,Gold,High,No,33579,No
26-35,Medium,Expat - Arab,Low,Rare,Automobiles,White,Low,No,32516,No
36-45,Ultra High,Other,Medium,Frequent,Real Estate,Bold Colors,Medium,Yes,12446,No
18-25,Low,Emirati,Medium,Frequent,Automobiles,White,Low,Yes,46099,No
18-25,Medium,Expat - Western,Medium,Rare,Real Estate,White,Low,Yes,25524,Yes
36-45,Medium,Other,Medium,Occasional,Jewelry,White,High,Yes,14188,No
26-35,Medium,Expat - Indian,High,Rare,Automobiles,Black,Medium,Yes,39587,No
36-45,Medium,Expat - Arab,Medium,Rare,Watches,Silver,Medium,Yes,41837,No
36-45,High,Other,Low,Rare,Jewelry,White,Medium,No,46537,No
46+,Low,Expat - Arab,High,Rare,Real Estate,White,Low,Yes,6560,No
36-45,Low,Expat - Indian,Low,Rare,Automobiles,Bold Colors,Low,No,46621,No
18-25,High,Expat - Western,High,Occasional,Jewelry,Bold Colors,Medium,Yes,44227,Yes
36-45,Medium,Expat - Western,High,Frequent,Watches,Gold,Medium,No,37397,No
18-25,Ultra High,Expat - Indian,Medium,Frequent,Automobiles,Gold,High,Yes,12657,No
18-25,High,Expat - Arab,High,Occasional,Jewelry,Bold Colors,Medium,No,39082,No
18-25,Ultra High,Other,Low,Frequent,Jewelry,Silver,Low,No,19840,No
26-35,High,Expat - Indian,Medium,Frequent,Jewelry,Gold,Low,No,42430,No
46+,Low,Emirati,Medium,Frequent,Fashion,Silver,Low,Yes,41397,No
18-25,Low,Expat - Arab,Medium,Occasional,Real Estate,Bold Colors,High,No,12324,No
18-25,High,Expat - Western,High,Occasional,Automobiles,Gold,Medium,Yes,26247,Yes
26-35,Medium,Expat - Indian,Low,Frequent,Automobiles,White,Low,Yes,18558,No
18-25,Low,Expat - Western,Medium,Frequent,Automobiles,Bold Colors,High,Yes,20943,No
36-45,Medium,Expat - Arab,Medium,Frequent,Jewelry,Gold,High,Yes,40460,No
